,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,name,attack,defense,hp,capture_rate,sp_attack,sp_defense,speed,base_total,classification,type1,type2,height_m,weight_kg,percentage_male,generation,is_legendary
366,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Huntail,104,105,55,60,94,75,52,485,Deep Sea Pokémon,water,none,1.7,27.0,50.0,3,0
367,"['Swift Swim', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Gorebyss,84,105,55,60,114,75,52,485,South Sea Pokémon,water,none,1.8,22.6,50.0,3,0
368,"['Swift Swim', 'Rock Head', 'Sturdy']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,Relicanth,90,130,100,25,45,65,55,485,Longevity Pokémon,water,rock,1.0,23.4,88.1,3,0
369,"['Swift Swim', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Luvdisc,30,55,43,225,40,65,97,330,Rendezvous Pokémon,water,none,0.6,8.7,24.6,3,0
370,"['Rock Head', 'Sheer Force']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,Bagon,75,60,45,45,40,30,50,300,Rock Head Pokémon,dragon,none,0.6,42.1,50.0,3,0
371,"['Rock Head', 'Overcoat']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,Shelgon,95,100,65,45,60,50,50,420,Endurance Pokémon,dragon,none,1.1,110.5,50.0,3,0
372,"['Intimidate', 'Moxie']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,Salamence,145,130,95,45,120,90,120,700,Dragon Pokémon,dragon,flying,1.5,102.6,50.0,3,0
373,"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,Beldum,55,80,40,3,35,60,30,300,Iron Ball Pokémon,steel,psychic,0.6,95.2,genderless,3,0
374,"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,Metang,75,100,60,3,55,80,50,420,Iron Claw Pokémon,steel,psychic,1.2,202.5,genderless,3,0
375,"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,Metagross,145,150,80,3,105,110,110,700,Iron Leg Pokémon,steel,psychic,1.6,550.0,genderless,3,0
376,"['Clear Body', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,Regirock,100,200,80,3,50,100,50,580,Rock Peak Pokémon,rock,none,1.7,230.0,genderless,3,1
377,"['Clear Body', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Regice,50,100,80,3,100,200,50,580,Iceberg Pokémon,ice,none,1.8,175.0,genderless,3,1
378,"['Clear Body', 'Light Metal']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,Registeel,75,150,80,3,75,150,50,580,Iron Pokémon,steel,none,1.9,205.0,genderless,3,1
379,['Levitate'],2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,Latias,100,120,80,3,140,150,110,700,Eon Pokémon,dragon,psychic,1.4,40.0,0.0,3,1
380,['Levitate'],2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,Latios,130,100,80,3,160,120,110,700,Eon Pokémon,dragon,psychic,2.0,60.0,100.0,3,1
381,['Drizzle'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Kyogre,150,90,100,3,180,160,90,770,Sea Basin Pokémon,water,none,4.5,352.0,genderless,3,1
382,['Drought'],1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Groudon,180,160,100,3,150,90,90,770,Continent Pokémon,ground,none,3.5,950.0,genderless,3,1
383,['Air Lock'],0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,Rayquaza,180,100,105,45,180,100,115,780,Sky High Pokémon,dragon,flying,7.0,206.5,genderless,3,1
384,['Serene Grace'],1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,Jirachi,100,100,100,3,100,100,100,600,Wish Pokémon,steel,psychic,0.3,1.1,genderless,3,1
385,['Pressure'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Deoxys,95,90,50,3,95,90,180,600,DNA Pokémon,psychic,none,1.7,60.8,genderless,3,1
386,"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Turtwig,68,64,55,45,45,55,31,318,Tiny Leaf Pokémon,grass,none,0.4,10.2,88.1,4,0
387,"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Grotle,89,85,75,45,55,65,36,405,Grove Pokémon,grass,none,1.1,97.0,88.1,4,0
388,"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0,Torterra,109,105,95,45,75,85,56,525,Continent Pokémon,grass,ground,2.2,310.0,88.1,4,0
389,"['Blaze', 'Iron Fist']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Chimchar,58,44,44,45,58,44,61,309,Chimp Pokémon,fire,none,0.5,6.2,88.1,4,0
390,"['Blaze', 'Iron Fist']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,Monferno,78,52,64,45,78,52,81,405,Playful Pokémon,fire,fighting,0.9,22.0,88.1,4,0
391,"['Blaze', 'Iron Fist']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,Infernape,104,71,76,45,104,71,108,534,Flame Pokémon,fire,fighting,1.2,55.0,88.1,4,0
392,"['Torrent', 'Defiant']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Piplup,51,53,53,45,61,56,40,314,Penguin Pokémon,water,none,0.4,5.2,88.1,4,0
393,"['Torrent', 'Defiant']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Prinplup,66,68,64,45,81,76,50,405,Penguin Pokémon,water,none,0.8,23.0,88.1,4,0
394,"['Torrent', 'Defiant']",0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,Empoleon,86,88,84,45,111,101,60,530,Emperor Pokémon,water,steel,1.7,84.5,88.1,4,0
395,"['Keen Eye', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Starly,55,30,40,255,30,30,60,245,Starling Pokémon,normal,flying,0.3,2.0,50.0,4,0
396,"['Intimidate', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Staravia,75,50,55,120,40,40,80,340,Starling Pokémon,normal,flying,0.6,15.5,50.0,4,0
397,"['Intimidate', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Staraptor,120,70,85,45,50,60,100,485,Predator Pokémon,normal,flying,1.2,24.9,50.0,4,0
398,"['Simple', 'Unaware', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Bidoof,45,40,59,255,35,40,31,250,Plump Mouse Pokémon,normal,none,0.5,20.0,50.0,4,0
399,"['Simple', 'Unaware', 'Moody']",1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Bibarel,85,60,79,127,55,60,71,410,Beaver Pokémon,normal,water,1.0,31.5,50.0,4,0
400,"['Shed Skin', 'Run Away']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Kricketot,25,41,37,255,25,41,25,194,Cricket Pokémon,bug,none,0.3,2.2,50.0,4,0
401,"['Swarm', 'Technician']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Kricketune,85,51,77,45,55,51,65,384,Cricket Pokémon,bug,none,1.0,25.5,50.0,4,0
402,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Shinx,65,34,45,235,40,34,45,263,Flash Pokémon,electric,none,0.5,9.5,50.0,4,0
403,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Luxio,85,49,60,120,60,49,60,363,Spark Pokémon,electric,none,0.9,30.5,50.0,4,0
404,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Luxray,120,79,80,45,95,79,70,523,Gleam Eyes Pokémon,electric,none,1.4,42.0,50.0,4,0
405,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,Budew,30,35,40,255,50,70,55,280,Bud Pokémon,grass,poison,0.2,1.2,50.0,4,0
406,"['Natural Cure', 'Poison Point', 'Technician']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,Roserade,70,65,60,75,125,105,90,515,Bouquet Pokémon,grass,poison,0.9,14.5,50.0,4,0
407,"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,Cranidos,125,40,67,45,30,30,58,350,Head Butt Pokémon,rock,none,0.9,31.5,88.1,4,0
408,"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,Rampardos,165,60,97,45,65,50,58,495,Head Butt Pokémon,rock,none,1.6,102.5,88.1,4,0
409,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,Shieldon,42,118,30,45,42,88,30,350,Shield Pokémon,rock,steel,0.5,57.0,88.1,4,0
410,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,Bastiodon,52,168,60,45,47,138,30,495,Shield Pokémon,rock,steel,1.3,149.5,88.1,4,0
411,"['Shed Skin', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Burmy,29,45,40,120,29,45,36,224,Bagworm Pokémon,bug,none,0.2,3.4,50.0,4,0
412,"['Anticipation', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,Wormadam,69,95,60,45,69,95,36,424,Bagworm Pokémon,bug,grass,0.5,6.5,0.0,4,0
413,"['Swarm', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Mothim,94,50,70,45,94,50,66,424,Moth Pokémon,bug,flying,0.9,23.3,100.0,4,0
414,"['Honey Gather', 'Hustle']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Combee,30,42,30,120,30,42,70,244,Tiny Bee Pokémon,bug,flying,0.3,5.5,88.1,4,0
415,"['Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Vespiquen,80,102,70,45,80,102,40,474,Beehive Pokémon,bug,flying,1.2,38.5,0.0,4,0
416,"['Run Away', 'Pickup', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Pachirisu,45,70,60,200,45,90,95,405,EleSquirrel Pokémon,electric,none,0.4,3.9,50.0,4,0
417,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Buizel,65,35,55,190,60,30,85,330,Sea Weasel Pokémon,water,none,0.7,29.5,50.0,4,0
418,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Floatzel,105,55,85,75,85,50,115,495,Sea Weasel Pokémon,water,none,1.1,33.5,50.0,4,0
419,['Chlorophyll'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Cherubi,35,45,45,190,62,53,35,275,Cherry Pokémon,grass,none,0.4,3.3,50.0,4,0
420,['Flower Gift'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Cherrim,60,70,70,75,87,78,85,450,Blossom Pokémon,grass,none,0.5,9.3,50.0,4,0
421,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Shellos,48,48,76,190,57,62,34,325,Sea Slug Pokémon,water,none,0.3,6.3,50.0,4,0
422,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Gastrodon,83,68,111,75,92,82,39,475,Sea Slug Pokémon,water,ground,0.9,29.9,50.0,4,0
423,"['Technician', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Ambipom,100,66,75,45,60,66,115,482,Long Tail Pokémon,normal,none,1.2,20.3,50.0,4,0
424,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,Drifloon,50,34,90,125,60,44,70,348,Balloon Pokémon,ghost,flying,0.4,1.2,50.0,4,0
425,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,Drifblim,80,44,150,60,90,54,80,498,Blimp Pokémon,ghost,flying,1.2,15.0,50.0,4,0
426,"['Run Away', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Buneary,66,44,55,190,44,56,85,350,Rabbit Pokémon,normal,none,0.4,5.5,50.0,4,0
427,"['Cute Charm', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lopunny,136,94,65,60,54,96,135,580,Rabbit Pokémon,normal,none,1.2,33.3,50.0,4,0
428,['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Mismagius,60,60,60,45,105,105,105,495,Magical Pokémon,ghost,none,0.9,4.4,50.0,4,0
429,"['Insomnia', 'Super Luck', 'Moxie']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,Honchkrow,125,52,100,30,105,52,71,505,Big Boss Pokémon,dark,flying,0.9,27.3,50.0,4,0
430,"['Limber', 'Own Tempo', 'Keen Eye']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Glameow,55,42,49,190,42,37,85,310,Catty Pokémon,normal,none,0.5,3.9,24.6,4,0
431,"['Thick Fat', 'Own Tempo', 'Defiant']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Purugly,82,64,71,75,64,59,112,452,Tiger Cat Pokémon,normal,none,1.0,43.8,24.6,4,0
432,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Chingling,30,50,45,120,65,50,45,285,Bell Pokémon,psychic,none,0.2,0.6,50.0,4,0
433,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,Stunky,63,47,63,225,41,41,74,329,Skunk Pokémon,poison,dark,0.4,19.2,50.0,4,0
434,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,Skuntank,93,67,103,60,71,61,84,479,Skunk Pokémon,poison,dark,1.0,38.0,50.0,4,0
435,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,Bronzor,24,86,57,255,24,86,23,300,Bronze Pokémon,steel,psychic,0.5,60.5,genderless,4,0
436,"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,Bronzong,89,116,67,90,79,116,33,500,Bronze Bell Pokémon,steel,psychic,1.3,187.0,genderless,4,0
437,"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,Bonsly,80,95,50,255,10,45,10,290,Bonsai Pokémon,rock,none,0.5,15.0,50.0,4,0
438,"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,Mime Jr.,25,45,20,145,70,90,60,310,Mime Pokémon,psychic,fairy,0.6,13.0,50.0,4,0
439,"['Natural Cure', 'Serene Grace', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Happiny,5,5,100,130,15,65,30,220,Playhouse Pokémon,normal,none,0.6,24.4,0.0,4,0
440,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Chatot,65,45,76,30,92,42,91,411,Music Note Pokémon,normal,flying,0.5,1.9,50.0,4,0
441,"['Pressure', 'Infiltrator']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,Spiritomb,92,108,50,100,92,108,35,485,Forbidden Pokémon,ghost,dark,1.0,108.0,50.0,4,0
442,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,Gible,70,45,58,45,40,45,42,300,Land Shark Pokémon,dragon,ground,0.7,20.5,50.0,4,0
443,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,Gabite,90,65,68,45,50,55,82,410,Cave Pokémon,dragon,ground,1.4,56.0,50.0,4,0
444,"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,Garchomp,170,115,108,45,120,95,92,700,Mach Pokémon,dragon,ground,1.9,95.0,50.0,4,0
445,"['Pickup', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Munchlax,85,40,135,50,40,85,5,390,Big Eater Pokémon,normal,none,0.6,105.0,88.1,4,0
446,"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Riolu,70,40,40,75,35,40,60,285,Emanation Pokémon,fighting,none,0.7,20.2,88.1,4,0
447,"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,Lucario,145,88,70,45,140,70,112,625,Aura Pokémon,fighting,steel,1.2,54.0,88.1,4,0
448,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Hippopotas,72,78,68,140,38,42,32,330,Hippo Pokémon,ground,none,0.8,49.5,50.0,4,0
449,"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Hippowdon,112,118,108,60,68,72,47,525,Heavyweight Pokémon,ground,none,2.0,300.0,50.0,4,0
450,"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,Skorupi,50,90,40,120,30,55,65,330,Scorpion Pokémon,poison,bug,0.8,12.0,50.0,4,0
451,"['Battle Armor', 'Sniper', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,Drapion,90,110,70,45,60,75,95,500,Ogre Scorp Pokémon,poison,dark,1.3,61.5,50.0,4,0
452,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,Croagunk,61,40,48,140,61,40,50,300,Toxic Mouth Pokémon,poison,fighting,0.7,23.0,50.0,4,0
453,"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,Toxicroak,106,65,83,75,86,65,85,490,Toxic Mouth Pokémon,poison,fighting,1.3,44.4,50.0,4,0
454,['Levitate'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Carnivine,100,72,74,200,90,72,46,454,Bug Catcher Pokémon,grass,none,1.4,27.0,50.0,4,0
455,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Finneon,49,56,49,190,49,61,66,330,Wing Fish Pokémon,water,none,0.4,7.0,50.0,4,0
456,"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Lumineon,69,76,69,75,69,86,91,460,Neon Pokémon,water,none,1.2,24.0,50.0,4,0
457,"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,Mantyke,20,50,45,25,60,120,50,345,Kite Pokémon,water,flying,1.0,65.0,50.0,4,0
458,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,Snover,62,50,60,120,62,60,40,334,Frosted Tree Pokémon,grass,ice,1.0,50.5,50.0,4,0
459,"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,Abomasnow,132,105,90,60,132,105,30,594,Frosted Tree Pokémon,grass,ice,2.2,135.5,50.0,4,0
